Country,Location,Title,Company,Url,Postulaciones,Jornada,Antiguedad
Perú,"Homestead, FL",Data Scientist,STEMBoard,https://www.linkedin.com/jobs/view/data-scientist-at-stemboard-3306417781?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=h4iTpSvhHcDouA7R4Xs31Q%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          59 applicants
        ","
          Full-time
        ","
            Associate
          "
Perú,United States,Data Scientist,Hyatt Hotels Corporation,https://www.linkedin.com/jobs/view/data-scientist-at-hyatt-hotels-corporation-3324635346?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=l0HDVnH2%2FBvIKtOs8ivuEA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          56 applicants
        ","
          Full-time
        ","
            Mid-Senior level
          "
Perú,"New York, NY",Data Scientist Full Time,Bardess Group Ltd,https://www.linkedin.com/jobs/view/data-scientist-full-time-at-bardess-group-ltd-3305796937?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=Tc5eAYpF5x52UPxtZ3EqJg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Entry level
          "
Perú,"Cambridge, MA",Data Scientist,Massachusetts Institute of Technology,https://www.linkedin.com/jobs/view/data-scientist-at-massachusetts-institute-of-technology-3324630338?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=Wa72ki0pk%2F0Ns9T8QMDZIw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Entry level
          "
Perú,United States,Data Scientist,Matlen Silver,https://www.linkedin.com/jobs/view/data-scientist-at-matlen-silver-3328671855?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=BpbcwTLL1luLgO%2Fk4BXqPw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          94 applicants
        ","
          Contract
        ","
            Associate
          "
Perú,"New York, NY",Data Scientist - Statistical Genetics,Gencove,https://www.linkedin.com/jobs/view/data-scientist-statistical-genetics-at-gencove-3315623276?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=bW%2FMsABg%2Fymqb0tPqTkAiQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Not Applicable
          "
Perú,Charlotte Metro,Data Scientist,PMMC,https://www.linkedin.com/jobs/view/data-scientist-at-pmmc-3324631030?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=MvBPjyKk2VwqHySb%2FavqjA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Mid-Senior level
          "
Perú,"Durango, CO",Data Scientist,"Rural Innovation Strategies, Inc.",https://www.linkedin.com/jobs/view/data-scientist-at-rural-innovation-strategies-inc-3296675993?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=MI95c44Wy7A9Cirzapahiw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          60 applicants
        ","
          Full-time
        ","
            Associate
          "
Perú,"McLean, VA",Data Scientist,"JDSAT, Inc.",https://www.linkedin.com/jobs/view/data-scientist-at-jdsat-inc-3289759433?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=9ccnP9z9VWSGngUS1AQBCQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          41 applicants
        ","
          Full-time
        ","
            Entry level
          "
Perú,"Chantilly, VA",Data Scientist / Cost Analyst,"Quest Consulting, Inc.",https://www.linkedin.com/jobs/view/data-scientist-cost-analyst-at-quest-consulting-inc-3299127299?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=vpEZGBbdLiszzAqu6xQ4%2BA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          113 applicants
        ","
          Full-time
        ","
            Entry level
          "
Perú,"San Jose, CA",Machine Learning Engineer,Yakoa,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-yakoa-3302362061?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=o2f8HXq%2FWiHPKyleg17TXg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          129 applicants
        ","
          Full-time
        ","
            Mid-Senior level
          "
Perú,"Chicago, IL",Data Scientist,Fetch Rewards,https://www.linkedin.com/jobs/view/data-scientist-at-fetch-rewards-3314975945?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=0wOhih7oJF1Hea8aWDYHvw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Entry level
          "
Perú,"Richmond, VA",Data Scientist,HireResources,https://www.linkedin.com/jobs/view/data-scientist-at-hireresources-3300226627?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=%2B3htmvsuPzy%2FHF96Nv8gDA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          43 applicants
        ","
          Full-time
        ","
            Entry level
          "
Perú,"Denver, CO",Data Scientist,Sealed,https://www.linkedin.com/jobs/view/data-scientist-at-sealed-3291720162?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=PtCsBjVFBt59Uafb%2BRnfsQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Entry level
          "
Perú,"Berkeley, CA",Data Scientist,Grabango,https://www.linkedin.com/jobs/view/data-scientist-at-grabango-3289946715?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=9ZDWkyifFNaQPFwJ6Zunzw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Entry level
          "
Perú,"Troy, MI",Data Scientist,365 Retail Markets,https://www.linkedin.com/jobs/view/data-scientist-at-365-retail-markets-3324608301?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=Gyh2U17LVp17E8t9vOYGRA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Associate
          "
Perú,"Walnut Creek, CA",Data Scientist (Real-time Ops),Gridware,https://www.linkedin.com/jobs/view/data-scientist-real-time-ops-at-gridware-3314958506?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=YWR7PVcvRKJEGV%2FQdmy%2Fjw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Entry level
          "
Perú,"Port Hueneme, CA",DATA SCIENTIST,NAVSEA Warfare Centers (NSWC/NUWC),https://www.linkedin.com/jobs/view/data-scientist-at-navsea-warfare-centers-nswc-nuwc-3328347990?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=YfIj%2BZVvRGAw7t5WkMwZCQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Entry level
          "
Perú,"King of Prussia, PA",VIE Data Scientist in USA,Arkema,https://www.linkedin.com/jobs/view/vie-data-scientist-in-usa-at-arkema-3315655844?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=ZLrtscA3LVNmfbAXp7uKtg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Internship
        ","
            Internship
          "
Perú,"Cambridge, MA",Entry Level Data Scientist,SynergisticIT,https://www.linkedin.com/jobs/view/entry-level-data-scientist-at-synergisticit-3283267391?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=7oix7v8Tu3ICBxlFBSbiTA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Contract
        ","
            Entry level
          "
Perú,"Herndon, VA",Data Scientist,Lockheed Martin,https://www.linkedin.com/jobs/view/data-scientist-at-lockheed-martin-3314941768?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=Gz8X3E5OXB8SZsSz5rDGuA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Entry level
          "
Perú,"Keyport, WA",DATA SCIENTIST,NAVSEA Warfare Centers (NSWC/NUWC),https://www.linkedin.com/jobs/view/data-scientist-at-navsea-warfare-centers-nswc-nuwc-3328346988?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=%2Bi%2BiBhNHqaebImJkIOOl0Q%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Entry level
          "
Perú,"Framingham, MA",Data Science - Supply Chain – Data Scientist Co-Op,Staples,https://www.linkedin.com/jobs/view/data-science-supply-chain-%E2%80%93-data-scientist-co-op-at-staples-3306421259?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=Z%2BdtSYAKj5Kb68DOyd4L0g%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          114 applicants
        ","
          Full-time
        ","
            Entry level
          "
Perú,"Pearl City, HI",Entry Level Data Scientist,SynergisticIT,https://www.linkedin.com/jobs/view/entry-level-data-scientist-at-synergisticit-3276379057?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=bgf3IF%2FBPfGwnXRmgKuQ1w%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          27 applicants
        ","
          Contract
        ","
            Entry level
          "
Perú,"Madison, WI",Data Scientist,Nabidios,https://www.linkedin.com/jobs/view/data-scientist-at-nabidios-3328725529?refId=MLOdWHVY%2BuB%2BsbLQgaTLPg%3D%3D&trackingId=wJu1Q0vw9gCM%2FmWIs%2BgHkA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,,,"
          Full-time
        "
Perú,"Lima, Peru",Data Scientist ML,Banco de Crédito BCP,https://pe.linkedin.com/jobs/view/data-scientist-ml-at-banco-de-cr%C3%A9dito-bcp-3320913008?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=xQ1roZc72oYdrenJ%2FU1FJg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          78 solicitudes
        ","
          Jornada completa
        ","
            Intermedio
          "
Perú,"Lima, Peru",Data Scientist (Marketplace),Yape,https://pe.linkedin.com/jobs/view/data-scientist-marketplace-at-yape-3309964563?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=ZCixaL%2BfYrh0essvCkiB1w%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          131 solicitudes
        ","
          Jornada completa
        ","
            No corresponde
          "
Perú,"Lima, Peru",Data Scientist Analyst,BBVA en Perú,https://pe.linkedin.com/jobs/view/data-scientist-analyst-at-bbva-en-per%C3%BA-3309983289?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=ErBq5gPGFg0CxvwfYVzFTg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Intermedio
          "
Perú,"Lima, Lima, Peru",Data Scientist,Cementos Pacasmayo SAA,https://pe.linkedin.com/jobs/view/data-scientist-at-cementos-pacasmayo-saa-3283485706?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=ymwK8umn2%2Ff0M0uiwUopMA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          116 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,Lima Metropolitan Area,Data Scientist,Fusemachines,https://pe.linkedin.com/jobs/view/data-scientist-at-fusemachines-3262327650?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=KJeWULJSrbwoutf0ObNQOw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          31 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Lima, Lima, Peru",Data Scientist Advanced,Banco de Crédito BCP,https://pe.linkedin.com/jobs/view/data-scientist-advanced-at-banco-de-cr%C3%A9dito-bcp-3324710769?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=CM0QTZYywq4LnlVXTCojuA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            No corresponde
          "
Perú,"Lima, Lima, Peru",Data Scientist,Fusemachines,https://pe.linkedin.com/jobs/view/data-scientist-at-fusemachines-3313447318?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=ySasIsPyIWkeC4KGqCyPog%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Intermedio
          "
Perú,Peru,Data Scientist,Globant,https://pe.linkedin.com/jobs/view/data-scientist-at-globant-3248100525?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=WE%2B8Px6mSL4c02XHusXNWQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          66 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,Peru,Data Scientist Latam,Tekton Labs,https://pe.linkedin.com/jobs/view/data-scientist-latam-at-tekton-labs-3276224570?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=ze7CH0k0inwP4Lpt0nakWw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          102 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Lima, Lima, Peru",Sr. Data Scientist,Multiplica Talent,https://pe.linkedin.com/jobs/view/sr-data-scientist-at-multiplica-talent-3310068325?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=uOReiIvQbD82Pw7KzNCTqQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Intermedio
          "
Perú,"Lima, Lima, Peru",Científico de datos,United Latino Students Association,https://pe.linkedin.com/jobs/view/cienti%CC%81fico-de-datos-at-united-latino-students-association-3229118056?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=X3jYmDzgH4tkp3t315WHWg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Científico/a Especialista de Datos,Claro Perú,https://pe.linkedin.com/jobs/view/cient%C3%ADfico-a-especialista-de-datos-at-claro-per%C3%BA-3289367516?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=7lxQ1xF8SYqmFgyz5kZEIA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Lead de Data Scientist,Pacífico Seguros,https://pe.linkedin.com/jobs/view/lead-de-data-scientist-at-pac%C3%ADfico-seguros-3189143218?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=g4iiuRDXSEIsB3FxTuIH%2BA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          29 solicitudes
        ","
          Jornada completa
        ","
            Intermedio
          "
Perú,"Lima, Lima, Peru",Data Scientist Manager,Visa,https://pe.linkedin.com/jobs/view/data-scientist-manager-at-visa-3256822929?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=9h4BPX3NZVR3t9389uJeHA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          132 solicitudes
        ","
          Jornada completa
        ","
            Intermedio
          "
Perú,"Lima, Lima, Peru",Data Science Chapter Lead,Yape,https://pe.linkedin.com/jobs/view/data-science-chapter-lead-at-yape-3324717098?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=Go%2FOR2wXp11KDUNV3q86pg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Intermedio
          "
Perú,Peru,Python Developer,Globant,https://pe.linkedin.com/jobs/view/python-developer-at-globant-3247998871?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=Lw1OdI%2BBxDb%2Fvmz8IrrrYg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          48 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Lima, Peru",Python Developer,Atria,https://pe.linkedin.com/jobs/view/python-developer-at-atria-3304089060?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=iIAEkOti%2B%2FXCLfXRrM3Keg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,Peru,Data Science Analyst,Zubale,https://pe.linkedin.com/jobs/view/data-science-analyst-at-zubale-3313114709?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=rQTtJ12yYa4e6DnH9p%2F3EA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,Peru,Software Developer Engineer (Python),Whitestack,https://pe.linkedin.com/jobs/view/software-developer-engineer-python-at-whitestack-3320495654?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=u13HQsN%2B7X77e77Mgza%2Bdg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            No corresponde
          "
Perú,"Lima, Lima, Peru",Desarrollador Python,Michael Page,https://pe.linkedin.com/jobs/view/desarrollador-python-at-michael-page-3278705489?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=itfrp2T5vaQ7WesGZiSycw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Senior Data Scientist - Remote Work / Ref. 0960E (RD),United Latino Students Association,https://pe.linkedin.com/jobs/view/senior-data-scientist-remote-work-ref-0960e-rd-at-united-latino-students-association-3325201704?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=Y56DOkURgA%2FKQQq%2BoQLWxA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,Peru,Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324229848?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=uz5Ur4hkyILu%2FP6gO5rxsQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Lima, Lima, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231434?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=N2zajgKGT9dLdEetDaCg4A%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Lima, Lima, Peru",Desarrollador Python,Page Personnel,https://pe.linkedin.com/jobs/view/desarrollador-python-at-page-personnel-3269218377?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=KJkSc0meP%2BaEUBlvd0iCCQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,Peru,Software Engineer Intern,KURIOS,https://pe.linkedin.com/jobs/view/software-engineer-intern-at-kurios-3315472965?refId=iJXWv%2FlyKCZrRUGFyqt55A%3D%3D&trackingId=zp1DJs%2FzD%2BIamD9VY1SLXA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Data Scientist Advanced,Banco de Crédito BCP,https://pe.linkedin.com/jobs/view/data-scientist-advanced-at-banco-de-cr%C3%A9dito-bcp-3324710769?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=o4WvejQAPMx1tedwEyTZLQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Data Scientist,Cementos Pacasmayo SAA,https://pe.linkedin.com/jobs/view/data-scientist-at-cementos-pacasmayo-saa-3283485706?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=nwom6hyJCb%2FzrrhbeXbybA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          116 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,Lima Metropolitan Area,Data Scientist,Fusemachines,https://pe.linkedin.com/jobs/view/data-scientist-at-fusemachines-3262327650?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=cCbfXeQJtY8kig%2Fsmf2nSA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          31 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Lima, Lima, Peru",Data Scientist,Fusemachines,https://pe.linkedin.com/jobs/view/data-scientist-at-fusemachines-3313447318?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=WqmSW9Nm%2FVHs5Nu%2F5kUQww%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Intermedio
          "
Perú,Peru,Data Scientist,Globant,https://pe.linkedin.com/jobs/view/data-scientist-at-globant-3248100525?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=BgXQ0eyYMgG3LFZMd%2BkSaQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          66 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Lima, Lima, Peru",Sr. Data Scientist,Multiplica Talent,https://pe.linkedin.com/jobs/view/sr-data-scientist-at-multiplica-talent-3310068325?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=kHJ65LqIgLMbQ5ZJ1a%2F%2Bdw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Intermedio
          "
Perú,"Lima, Lima, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231434?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=j2LIYDE0m6ZVYDhSf0iDBg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,Peru,Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324229848?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=gs0UnQyVDsIbSTXUJPtNJw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Lima, Lima, Peru",Data Science Chapter Lead,Yape,https://pe.linkedin.com/jobs/view/data-science-chapter-lead-at-yape-3324717098?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=i96S0L1HwTbUy5jxmRhCgg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Lead de Data Scientist,Pacífico Seguros,https://pe.linkedin.com/jobs/view/lead-de-data-scientist-at-pac%C3%ADfico-seguros-3189143218?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=QGMtyl5VewJl2ymP5dhzgg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Province of Cusco, Cusco, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231439?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=uEm1vma4qSyke9QCJHySnA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Arequipa, Arequipa, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324234011?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=ScuEifZ05cIrf9r9UrSrpA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
