Country,Location,Title,Company,Url,Postulaciones,Jornada,Antiguedad
Perú,Peru,Software Developer Engineer (Python),Whitestack,https://pe.linkedin.com/jobs/view/software-developer-engineer-python-at-whitestack-3320495654?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=znAnN3a3BNFNQs7%2BrY3asg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            No corresponde
          "
Perú,"Chiclayo, Lambayeque, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231437?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=2FYpofP0cbzgvF4F3ni6XQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Huancayo, Junín, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324234010?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=URx64TQLC91Q%2BlCKpnTIoA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Chimbote, Ancash, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231436?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=wDOWCRVpcKZk4%2BlPa2gZUg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Iquitos, Loreto, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324234009?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=Abi4Tki3lmiO8K3kOpTIdQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Trujillo, La Libertad, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324233310?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=w7Pi4lE2BQCdEtiZuGEW%2Fw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Constitutional Province of Callao, Peru",Work From Home Python Developer,INDI Staffing Services,https://pe.linkedin.com/jobs/view/work-from-home-python-developer-at-indi-staffing-services-3319523805?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=OikDdbXHt%2BswBah191bxOQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Intermedio
          "
Perú,"Lima, Lima, Peru",Científico de datos,United Latino Students Association,https://pe.linkedin.com/jobs/view/cienti%CC%81fico-de-datos-at-united-latino-students-association-3229118056?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=jekq68KZKS%2FvaeEdheW0lQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          25 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Lima, Lima, Peru",Científico/a Especialista de Datos,Claro Perú,https://pe.linkedin.com/jobs/view/cient%C3%ADfico-a-especialista-de-datos-at-claro-per%C3%BA-3289367516?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=S0uSKLasxOmNjGGbPGEGKg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          26 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Tacna, Tacna, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324232297?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=%2F23mb1Q6vg%2BNMM6Im0FK2w%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Lima, Lima, Peru",Senior Data Scientist - Remote Work / Ref. 0960E (RD),United Latino Students Association,https://pe.linkedin.com/jobs/view/senior-data-scientist-remote-work-ref-0960e-rd-at-united-latino-students-association-3325201704?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=j7hYTuVTH8Plgniop%2Biw3Q%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Intermedio
          "
Perú,Peru,Python Developer,Globant,https://pe.linkedin.com/jobs/view/python-developer-at-globant-3247998871?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=pitIY3ir3E%2FgSCqgraiTHg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          48 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,Lima Metropolitan Area,Senior NLP Engineer,Fusemachines,https://pe.linkedin.com/jobs/view/senior-nlp-engineer-at-fusemachines-3296426610?refId=WTGFStQtGzIb33FqhPdIpw%3D%3D&trackingId=4logezuG%2BaGU9HO3ySlYFQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Data Scientist Advanced,Banco de Crédito BCP,https://pe.linkedin.com/jobs/view/data-scientist-advanced-at-banco-de-cr%C3%A9dito-bcp-3324710769?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=T1yuea5lsYzyEaQ74nC9MA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            No corresponde
          "
Perú,"Lima, Lima, Peru",Data Scientist,Cementos Pacasmayo SAA,https://pe.linkedin.com/jobs/view/data-scientist-at-cementos-pacasmayo-saa-3283485706?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=NA0YbyBY75S16CZunAqYxg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,Lima Metropolitan Area,Data Scientist,Fusemachines,https://pe.linkedin.com/jobs/view/data-scientist-at-fusemachines-3262327650?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=SSrMxHZ1UddZOpxLgpv7wQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Data Scientist,Fusemachines,https://pe.linkedin.com/jobs/view/data-scientist-at-fusemachines-3313447318?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=g3k0GUnvR08tVppejgcfPA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,Peru,Data Scientist,Globant,https://pe.linkedin.com/jobs/view/data-scientist-at-globant-3248100525?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=CUTqBpSwgZ0BTw4cIkGDhQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Sr. Data Scientist,Multiplica Talent,https://pe.linkedin.com/jobs/view/sr-data-scientist-at-multiplica-talent-3310068325?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=tGX1ncWf8gJr0wIkC49YNA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231434?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=yKbI095m59sV04SzPDe36w%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,Peru,Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324229848?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=NN5WFdRrR3EMIwUofkrmCA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Data Science Chapter Lead,Yape,https://pe.linkedin.com/jobs/view/data-science-chapter-lead-at-yape-3324717098?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=u6w2iSxFDSs5GOawzuFsww%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Intermedio
          "
Perú,"Lima, Lima, Peru",Lead de Data Scientist,Pacífico Seguros,https://pe.linkedin.com/jobs/view/lead-de-data-scientist-at-pac%C3%ADfico-seguros-3189143218?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=KWgId3hCYH715OpWOjJzNQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          29 solicitudes
        ","
          Jornada completa
        ","
            Intermedio
          "
Perú,"Province of Cusco, Cusco, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231439?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=YZGDqfgyUHl%2FJx3wBcEq1g%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Arequipa, Arequipa, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324234011?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=TIDw34Q2uxRK3qE8IZvIEQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,Peru,Software Developer Engineer (Python),Whitestack,https://pe.linkedin.com/jobs/view/software-developer-engineer-python-at-whitestack-3320495654?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=ruAHtC%2F1HiKeOyddImTeWw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            No corresponde
          "
Perú,"Chiclayo, Lambayeque, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231437?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=S7Xu69gdYytSAIIHxpzwlA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Huancayo, Junín, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324234010?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=b7Ri2fXi2oYlLcj1x5%2FVvA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Piura, Piura, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324230438?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=xT6nVmfHpvT9XFMoIiJF2A%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Chimbote, Ancash, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324231436?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=7WPOpDyvKQgAtxUaUdjVbQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Iquitos, Loreto, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324234009?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=tUihzAzDnrUhY8qMj8OUpA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Trujillo, La Libertad, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324233310?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=%2FXjUoqiuPbQOC9HatCRDfQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Constitutional Province of Callao, Peru",Work From Home Python Developer,INDI Staffing Services,https://pe.linkedin.com/jobs/view/work-from-home-python-developer-at-indi-staffing-services-3319523805?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=l4VDSNRaW7rC5z5bitN2qQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Científico de datos,United Latino Students Association,https://pe.linkedin.com/jobs/view/cienti%CC%81fico-de-datos-at-united-latino-students-association-3229118056?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=fLhFRuK6qhYvaq9GoNfxWg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Científico/a Especialista de Datos,Claro Perú,https://pe.linkedin.com/jobs/view/cient%C3%ADfico-a-especialista-de-datos-at-claro-per%C3%BA-3289367516?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=0Z4RzPcDTu9su0k6SeehRg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          26 solicitudes
        ","
          Jornada completa
        ","
            Sin experiencia
          "
Perú,"Tacna, Tacna, Peru",Data Scientist - Remote - Latin America,FullStack Labs,https://pe.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324232297?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=%2B8fM7qhTW4bSc04kURkU9Q%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Lima, Lima, Peru",Senior Data Scientist - Remote Work / Ref. 0960E (RD),United Latino Students Association,https://pe.linkedin.com/jobs/view/senior-data-scientist-remote-work-ref-0960e-rd-at-united-latino-students-association-3325201704?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=A7wtPXHSzemrSmpgcf3igw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,Peru,Python Developer,Globant,https://pe.linkedin.com/jobs/view/python-developer-at-globant-3247998871?refId=rQIZ7wzsdj56EYB7E0HJsg%3D%3D&trackingId=N7BD6RKfTENXbNinKcoaWQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Homestead, FL",Data Scientist,STEMBoard,https://www.linkedin.com/jobs/view/data-scientist-at-stemboard-3306417781?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=1IFuGEJeFmDGzSqQt%2B1Wkw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          59 applicants
        ","
          Full-time
        ","
            Associate
          "
Perú,"New York, NY",Data Scientist Full Time,Bardess Group Ltd,https://www.linkedin.com/jobs/view/data-scientist-full-time-at-bardess-group-ltd-3305796937?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=Lf4uzEdR1LhWqARFJDoRDg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Entry level
          "
Perú,"Los Angeles, CA",Data Scientist,Afterpay,https://www.linkedin.com/jobs/view/data-scientist-at-afterpay-3290006258?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=lUGnqyiQ1mGaF3OJjn0J6g%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Associate
          "
Perú,"San Jose, CA",Data Scientist- Remote,McAfee,https://www.linkedin.com/jobs/view/data-scientist-remote-at-mcafee-3309962460?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=UKrPI6P8fWmwwNvwfrHMQg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Not Applicable
          "
Perú,"California, United States",Data Scientist,PayPal,https://www.linkedin.com/jobs/view/data-scientist-at-paypal-3284193883?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=wZJnIwvnrSNWEdq%2B%2F%2BW9iA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          94 applicants
        ","
          Full-time
        ","
            Not Applicable
          "
Perú,"New York, United States",Data Scientist,Atlantic Partners Corporation,https://www.linkedin.com/jobs/view/data-scientist-at-atlantic-partners-corporation-3292925189?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=wYnOMTD9jBWSSzOZG%2Fesbw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          178 applicants
        ","
          Full-time
        ","
            Mid-Senior level
          "
Perú,"Durango, CO",Data Scientist,"Rural Innovation Strategies, Inc.",https://www.linkedin.com/jobs/view/data-scientist-at-rural-innovation-strategies-inc-3296675993?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=Evq%2BMvQIW%2Bt05Hn7KDQGBg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          60 applicants
        ","
          Full-time
        ","
            Associate
          "
Perú,San Francisco Bay Area,Data Scientist,PayPal,https://www.linkedin.com/jobs/view/data-scientist-at-paypal-3284194722?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=THz%2F7MxKdO5gUYjxf10r7Q%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          191 applicants
        ","
          Full-time
        ","
            Not Applicable
          "
Perú,"San Jose, CA",Machine Learning Engineer,Yakoa,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-yakoa-3302362061?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=7JZ5irdNn8%2Bw5FtKoBPQcg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          129 applicants
        ","
          Full-time
        ","
            Mid-Senior level
          "
Perú,"Chicago, IL",Data Scientist,PayPal,https://www.linkedin.com/jobs/view/data-scientist-at-paypal-3284194717?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=5NyAC0ZwK%2BHpvdBhSTRpLQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          151 applicants
        ","
          Full-time
        ","
            Not Applicable
          "
Perú,"McLean, VA",Data Scientist,"JDSAT, Inc.",https://www.linkedin.com/jobs/view/data-scientist-at-jdsat-inc-3289759433?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=Yg1Q8XmU8XnqVGuP3MqV%2BA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          41 applicants
        ","
          Full-time
        ","
            Entry level
          "
Perú,"Atlanta, GA",Data Scientist (Remote),The Home Depot,https://www.linkedin.com/jobs/view/data-scientist-remote-at-the-home-depot-3305347446?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=TRJpRbwGD0YW%2BUFAdCA2Qw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Entry level
          "
Perú,"Arizona, United States",Data Scientist,PayPal,https://www.linkedin.com/jobs/view/data-scientist-at-paypal-3284197223?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=Ol3PfqoogCNZTAVZYLyUlA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          60 applicants
        ","
          Full-time
        ","
            Not Applicable
          "
Perú,"San Francisco, CA","Data Scientist, Product (Develop Area)",Asana,https://www.linkedin.com/jobs/view/data-scientist-product-develop-area-at-asana-3305269409?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=sISffbyeAa28VyU0uw9JGw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          180 applicants
        ","
          Full-time
        ","
            Entry level
          "
Perú,United States,Data Scientist,Salt,https://www.linkedin.com/jobs/view/data-scientist-at-salt-3304564002?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=28x6OGjZcehyEA8zPRHZAA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Mid-Senior level
          "
Perú,"San Francisco, CA",Data Scientist,"Surya Systems, Inc",https://www.linkedin.com/jobs/view/data-scientist-at-surya-systems-inc-3276313096?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=VQQZUFPzzccTGPMWH9%2FZNw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Contract
        ","
            Mid-Senior level
          "
Perú,"Chicago, IL",Data Scientist,FinTrust Connect,https://www.linkedin.com/jobs/view/data-scientist-at-fintrust-connect-3299563295?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=2A7Ns4xRfFskrRcwmt%2Fc6A%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          194 applicants
        ","
          Full-time
        ","
            Mid-Senior level
          "
Perú,"Sunnyvale, CA",Data Scientist – Operations Research,Bosch USA,https://www.linkedin.com/jobs/view/data-scientist-%E2%80%93-operations-research-at-bosch-usa-3302078723?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=%2BR0nrpGHoyUE87gaGS0LSw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Associate
          "
Perú,"Atlanta, GA",Data Scientist,Mindtree,https://www.linkedin.com/jobs/view/data-scientist-at-mindtree-3293646871?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=qyNYOGEIEPvxDQ11C9vzPw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Director
          "
Perú,New York City Metropolitan Area,Data Scientist,Storm5,https://www.linkedin.com/jobs/view/data-scientist-at-storm5-3324487148?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=wvVaKZ7vms%2BP%2FYqfIT4QsQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          77 applicants
        ","
          Full-time
        ","
            Mid-Senior level
          "
Perú,United States,Data Scientist,Hyatt Hotels Corporation,https://www.linkedin.com/jobs/view/data-scientist-at-hyatt-hotels-corporation-3324635346?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=StDS2%2F1UP5u6Lk1XvaS2zg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          59 applicants
        ","
          Full-time
        ","
            Mid-Senior level
          "
Perú,United States,Data Scientist,UpRecruit,https://www.linkedin.com/jobs/view/data-scientist-at-uprecruit-3305315982?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=wrGLHagu4ksE57MH5yz62w%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Mid-Senior level
          "
Perú,"San Francisco, CA",Data Scientist- Buying Risk,Wish,https://www.linkedin.com/jobs/view/data-scientist-buying-risk-at-wish-3305802929?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=x1BIKl4sIzEv3K7DHJGS7w%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,,,
Perú,"Dallas, TX",Data Scientist,Glocomms,https://www.linkedin.com/jobs/view/data-scientist-at-glocomms-3291983191?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=W6SamHmc9FGqgiW7MFGdWA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,"
          164 applicants
        ","
          Full-time
        ","
            Mid-Senior level
          "
Perú,"New York, NY",Data Scientist (100% Remote),CyberCoders,https://www.linkedin.com/jobs/view/data-scientist-100%25-remote-at-cybercoders-3300002185?refId=8DifPZ2Rzmew6A4YhyI87g%3D%3D&trackingId=ZXPx0GEILq0P%2Fjk9cLDltQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,,"
          Full-time
        ","
            Mid-Senior level
          "
